source,mission_time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,temperature_k,battery_level,power_w,solar_w_m2,pressure_pa,wind_ms,confidence,real_data
SYNTHETIC_MEX,1572.48,946634.4509852715,5170648.581454681,0.0,-2674.1289742008234,2032.3767698328056,0.0,293.0,0.85,460.0,1137150925756.63,0.0,0.0,0.96,False
SYNTHETIC_MEX,1693.4399999999998,624062.1540338115,5403733.308170018,0.0,-2700.625105344363,1854.689012421738,0.0,293.0,0.85,460.0,1061901518498.5538,0.0,0.0,0.96,False
SYNTHETIC_MEX,1814.3999999999999,299107.9249996942,5616102.822064037,0.0,-2714.7275126999457,1687.3849450017563,0.0,293.0,0.85,460.0,993403858537.4565,0.0,0.0,0.96,False
SYNTHETIC_MEX,1935.36,-26878.607098527616,5808998.648051275,0.0,-2718.5458732446355,1530.222433344213,0.0,293.0,0.85,460.0,931138396099.06,0.0,0.0,0.96,False
SYNTHETIC_MEX,2056.3199999999997,-352780.4362165017,5983620.783929917,0.0,-2713.8623617926,1382.7982730417295,0.0,293.0,0.85,460.0,874562731526.6743,0.0,0.0,0.96,False
SYNTHETIC_MEX,2177.2799999999997,-677675.5703347416,6141112.6911886195,0.0,-2702.172233815128,1244.6149470294579,0.0,293.0,0.85,460.0,823143162590.4739,0.0,0.0,0.96,False
SYNTHETIC_MEX,2298.24,-1000804.847987602,6282553.317765163,0.0,-2684.724340551633,1115.1272503099701,0.0,293.0,0.85,460.0,776373117638.9135,0.0,0.0,0.96,False
SYNTHETIC_MEX,2419.2,-1321544.7738292287,6408953.842579498,0.0,-2662.5587182734403,993.7740285427261,0.0,293.0,0.85,460.0,733782847128.058,0.0,0.0,0.96,False
SYNTHETIC_MEX,2540.16,-1639384.7653153182,6521257.498787793,0.0,-2636.5400049822306,879.9991643710598,0.0,293.0,0.85,460.0,694943484064.1562,0.0,0.0,0.96,False
SYNTHETIC_MEX,2661.12,-1953908.1694538295,6620341.33910907,0.0,-2607.3863639749056,773.26493705712,0.0,293.0,0.85,460.0,659467611483.8711,0.0,0.0,0.96,False
SYNTHETIC_MEX,2782.08,-2264776.4546425906,6707019.171829582,0.0,-2575.694086940513,673.0600558695841,0.0,293.0,0.85,460.0,627007767643.2922,0.0,0.0,0.96,False
SYNTHETIC_MEX,2903.04,-2571716.0574140144,6782045.150860043,0.0,-2541.9582825443226,578.9040297594274,0.0,293.0,0.85,460.0,597253823803.9199,0.0,0.0,0.96,False
SYNTHETIC_MEX,3024.0,-2874507.4421855584,6846117.6773593845,0.0,-2506.5901411499694,490.3490593733258,0.0,293.0,0.85,460.0,569929831034.6758,0.0,0.0,0.96,False
SYNTHETIC_MEX,3144.96,-3172976.0032511065,6899883.388313735,0.0,-2469.931270848005,406.9802891334197,0.0,293.0,0.85,460.0,544790705896.00336,0.0,0.0,0.96,False
SYNTHETIC_MEX,3265.9199999999996,-3466984.49919895,6943941.0871226825,0.0,-2432.265564726765,328.41500594498297,0.0,293.0,0.85,460.0,521618975713.6152,0.0,0.0,0.96,False
SYNTHETIC_MEX,3386.8799999999997,-3756426.7610232253,6978845.525274626,0.0,-2393.829007347492,254.30119158111523,0.0,293.0,0.85,460.0,500221707486.3123,0.0,0.0,0.96,False
SYNTHETIC_MEX,3507.8399999999997,-4041222.457846286,7005110.981018892,0.0,-2354.8177722092228,184.31570827555544,0.0,293.0,0.85,460.0,480427682919.0622,0.0,0.0,0.96,False
SYNTHETIC_MEX,3628.7999999999997,-4321312.739925282,7023214.606098044,0.0,-2315.394908037566,118.16230691024845,0.0,293.0,0.85,460.0,462084843739.4825,0.0,0.0,0.96,False
SYNTHETIC_MEX,3749.7599999999998,-4596656.608743272,7033599.528711658,0.0,-2275.695862963487,55.569583762455444,0.0,293.0,0.85,460.0,445058008322.66846,0.0,0.0,0.96,False
SYNTHETIC_MEX,3870.72,-4867227.889431255,7036677.712345401,0.0,-2235.8330531226807,-3.7110325961787267,0.0,293.0,0.85,460.0,429226847356.42126,0.0,0.0,0.96,False
SYNTHETIC_MEX,3991.68,-5133012.702229035,7032832.577555423,0.0,-2195.8996459459313,-59.90721347713575,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,4112.639999999999,-5394007.347705425,7022421.398402602,0.0,-2155.9726979749485,-113.22755175945179,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,4233.599999999999,-5650216.535468945,7005777.487822681,0.0,-2116.115761766145,-163.86325790599136,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,4354.5599999999995,-5901651.898509164,6983212.187416756,0.0,-2076.3810556215935,-211.98972473491915,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,4475.5199999999995,-6148330.745491972,6955016.677411886,0.0,-2036.811272821516,-257.7679616100846,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,4596.48,-6390275.011642156,6921463.622210155,0.0,-1997.4410930989266,-301.34590262297337,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,4717.44,-6627510.375610776,6882808.666256386,0.0,-1958.2984477448174,-342.8595956472387,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,4838.4,-6860065.515236289,6839291.794073996,0.0,-1919.4055804921159,-382.4342803720761,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,4959.36,-7087971.479621231,6791138.567351704,0.0,-1880.7799388046085,-420.1853639267251,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,5080.32,-7311261.158672331,6738561.250974177,0.0,-1842.4349240672188,-456.21930274872676,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,5201.28,-7529968.834360693,6681759.838911995,0.0,-1804.3805241699133,-490.6343990976714,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,5322.24,-7744129.800580279,6620922.989935603,0.0,-1766.6238478829566,-523.521520192455,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,5443.2,-7953780.04071317,6556228.882199244,0.0,-1729.1695770623824,-554.9647474324448,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,5564.16,-8158955.953917036,6487845.9948546635,0.0,-1692.0203499619847,-585.0419626029686,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,5685.12,-8359694.122779936,6415933.824000734,0.0,-1655.177086650933,-613.8253773958821,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,5806.08,-8556031.116371315,6340643.5394553775,0.0,-1618.6392656554444,-641.3820120168792,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,5927.04,-8748003.323876958,6262118.5880550295,0.0,-1582.4051593883266,-667.7741281144705,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,6048.0,-8935646.814956529,6180495.248450742,0.0,-1546.4720346447857,-693.0596207578874,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,6168.96,-9118997.22371911,6095903.141687861,0.0,-1510.836323381151,-717.2923737157654,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,6289.92,-9298089.653790884,6008465.701237098,0.0,-1475.4937681178358,-740.5225818458217,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,6410.88,-9472958.602366712,5918300.605598021,0.0,-1440.4395455884599,-762.7970439979972,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,6531.839999999999,-9643637.901413815,5825520.176128615,0.0,-1405.6683716681605,-784.1594294593816,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,6652.799999999999,-9810160.674353797,5730231.742372151,0.0,-1371.174590134349,-804.650520627915,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,6773.759999999999,-9972559.306612348,5632537.9768569255,0.0,-1336.952247424364,-824.3084342924577,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,6894.719999999999,-10130865.42842003,5532537.201134414,0.0,-1302.9951552409484,-843.1688236182573,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,7015.679999999999,-10285109.908196671,5430323.664692524,0.0,-1269.2969426048344,-861.2650626879387,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,7136.639999999999,-10435322.854780393,5325987.798325146,0.0,-1235.8510987522452,-878.6284152275051,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,7257.599999999999,-10581533.626691608,5219616.443546489,0.0,-1202.651008113625,-895.2881889530578,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,7378.5599999999995,-10723770.846570797,5111293.059696163,0.0,-1169.6899784797872,-911.2718768052843,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,7499.5199999999995,-10862062.418911807,5001097.910474672,0.0,-1136.9612633553663,-926.6052861934672,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,7620.48,-10996435.549240706,4889108.231763132,0.0,-1104.4580794106153,-941.3126572469425,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,7741.44,-11126916.762970505,4775398.382701707,0.0,-1072.17361986607,-955.4167709674059,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,7862.4,-11253531.922297442,4660039.982113137,0.0,-1040.1010645760023,-968.939048088252,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,7983.36,-11376306.239693275,4543102.03244795,0.0,-1008.2335875125206,-981.8996393749508,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,8104.32,-11495264.286786152,4424651.03348519,0.0,-976.5643622901216,-994.3175080412217,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,8225.279999999999,-11610429.997701433,4304751.0880378485,0.0,-945.0865663086363,-1006.2105049072287,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,8346.24,-11721826.66624436,4183464.0018783854,0.0,-913.7933840295339,-1017.59543688627,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,8467.199999999999,-11829476.936636193,4060849.380013228,0.0,-882.6780098359452,-1028.4881293534418,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,8588.16,-11933402.787851352,3936964.721295361,0.0,-851.7336508605306,-1038.9034829216955,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,8709.119999999999,-12033625.511933077,3811865.513171051,0.0,-820.9535300974234,-1048.855525126137,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,8830.08,-12130165.686974926,3685605.3281158837,0.0,-790.3308900459017,-1058.3574574947227,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,8951.039999999999,-12223043.145733885,3558235.9230323946,0.0,-759.8589970649014,-1067.4216984615891,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,9072.0,-12312276.941077426,3429807.3425641293,0.0,-729.5311465499102,-1076.0599225571648,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,9192.96,-12397885.309651539,3300368.0269402154,0.0,-699.3406689786846,-1084.2830962860269,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,9313.92,-12479885.63528462,3169964.924609423,0.0,-669.280936810352,-1092.1015110788603,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,9434.88,-12558294.413706651,3038643.609566536,0.0,-639.345372165465,-1099.5248136782743,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,9555.84,-12633127.220164215,2906448.4029265945,0.0,-609.5274551631376,-1106.5620342896952,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,9676.8,-12704398.681448575,2773422.4979770696,0.0,-579.8207327468987,-1113.2216127979596,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,9797.76,-12772122.453730082,2639608.087643663,0.0,-550.2188277938825,-1119.5114233178865,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,9918.72,-12836311.207412075,2505046.4930529874,0.0,-520.7154482733596,-1125.438797313259,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,10039.68,-12896976.619988497,2369778.29167209,0.0,-491.3043962006508,-1131.0105454837906,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,10160.64,-12954129.377620155,2233843.443358362,0.0,-461.9795761216433,-1136.2329785842774,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,10281.6,-13007779.185845396,2097281.4125670684,0.0,-432.7350028611405,-1141.1119273048862,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,10402.56,-13057934.789522251,1960131.2849421855,0.0,-403.5648082753512,-1145.6527613069336,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,10523.519999999999,-13104604.001773395,1822431.8765580445,0.0,-374.4632467640822,-1149.8604074753277,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,10644.48,-13147793.741383344,1684221.834184719,0.0,-345.42469932140017,-1153.7393674175814,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,10765.439999999999,-13187510.077791547,1545539.7251149204,0.0,-316.4436759336742,-1157.2937342106047,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,10886.4,-13223758.282545693,1406424.1153087479,0.0,-287.5148161699881,-1160.5272083708921,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,11007.359999999999,-13256542.88583697,1266913.634879211,0.0,-258.6328878510654,-1163.4431130016128,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,11128.32,-13285867.7365415,1127047.030245868,0.0,-229.79278372754123,-1166.0444080519621,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,11249.279999999999,-13311736.064046882,986863.2026178576,0.0,-200.98951614564106,-1168.3337036101088,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,11370.24,-13334150.540054744,846401.2328197602,0.0,-172.21820972662073,-1170.3132721414108,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,11491.199999999999,-13353113.338522647,705700.3928333683,0.0,-143.47409213444573,-1171.985059578248,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,11612.16,-13368626.191942798,564800.1447835714,0.0,-114.75248305269449,-1173.3506951668476,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,11733.119999999999,-13380690.442249577,423740.12843718554,0.0,-86.04878153557644,-1174.4114999795613,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,11854.08,-13389307.084799826,282560.1385975384,0.0,-57.35845193779921,-1175.1684940080079,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,11975.039999999999,-13394476.804074513,141300.09405658205,0.0,-28.677008663063777,-1175.6224017628524,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,12096.0,-13396200.0,1.6405613450737773e-09,0.0,-3.3292941410580293e-13,-1175.7736563192732,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,12216.96,-13394476.804074513,-141300.09405657873,0.0,28.677008663063106,-1175.6224017628524,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,12337.92,-13389307.084799826,-282560.1385975352,0.0,57.35845193779855,-1175.1684940080079,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,12458.88,-13380690.442249577,-423740.1284371823,0.0,86.04878153557578,-1174.4114999795613,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,12579.84,-13368626.1919428,-564800.1447835681,0.0,114.75248305269382,-1173.3506951668478,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,12700.8,-13353113.338522647,-705700.392833365,0.0,143.47409213444507,-1171.985059578248,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,12821.76,-13334150.540054744,-846401.2328197568,0.0,172.21820972662005,-1170.3132721414108,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,12942.72,-13311736.064046882,-986863.2026178542,0.0,200.98951614564038,-1168.3337036101088,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,13063.679999999998,-13285867.736541498,-1127047.0302458706,0.0,229.79278372754177,-1166.044408051962,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,13184.64,-13256542.88583697,-1266913.6348792077,0.0,258.6328878510647,-1163.4431130016128,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,13305.599999999999,-13223758.282545695,-1406424.1153087388,0.0,287.51481616998626,-1160.5272083708924,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,13426.56,-13187510.077791547,-1545539.725114917,0.0,316.44367593367355,-1157.2937342106052,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,13547.519999999999,-13147793.741383342,-1684221.8341847216,0.0,345.42469932140074,-1153.7393674175812,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,13668.48,-13104604.001773395,-1822431.8765580356,0.0,374.4632467640804,-1149.8604074753282,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,13789.439999999999,-13057934.789522251,-1960131.2849421822,0.0,403.5648082753505,-1145.6527613069336,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,13910.4,-13007779.185845396,-2097281.412567065,0.0,432.73500286113983,-1141.1119273048862,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,14031.359999999999,-12954129.377620157,-2233843.443358359,0.0,461.9795761216426,-1136.2329785842776,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,14152.32,-12896976.619988497,-2369778.291672093,0.0,491.30439620065135,-1131.0105454837906,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,14273.279999999999,-12836311.207412077,-2505046.4930529846,0.0,520.715448273359,-1125.4387973132593,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,14394.24,-12772122.45373008,-2639608.087643665,0.0,550.2188277938831,-1119.5114233178865,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,14515.199999999999,-12704398.681448579,-2773422.497977061,0.0,579.8207327468969,-1113.2216127979598,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,14636.16,-12633127.220164219,-2906448.402926586,0.0,609.5274551631359,-1106.5620342896957,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,14757.119999999999,-12558294.413706653,-3038643.609566533,0.0,639.3453721654644,-1099.5248136782748,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,14878.08,-12479885.63528462,-3169964.92460942,0.0,669.2809368103514,-1092.1015110788605,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,14999.039999999999,-12397885.30965154,-3300368.026940212,0.0,699.3406689786839,-1084.2830962860269,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,15120.0,-12312276.941077428,-3429807.342564127,0.0,729.5311465499096,-1076.0599225571648,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,15240.96,-12223043.145733891,-3558235.923032387,0.0,759.8589970648995,-1067.4216984615896,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,15361.92,-12130165.686974928,-3685605.3281158814,0.0,790.3308900459011,-1058.3574574947227,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,15482.88,-12033625.511933083,-3811865.513171044,0.0,820.9535300974215,-1048.8555251261375,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,15603.839999999998,-11933402.787851352,-3936964.721295358,0.0,851.73365086053,-1038.9034829216955,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,15724.8,-11829476.936636195,-4060849.380013225,0.0,882.6780098359446,-1028.488129353442,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,15845.759999999998,-11721826.666244363,-4183464.0018783836,0.0,913.7933840295333,-1017.5954368862704,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,15966.72,-11610429.997701433,-4304751.088037846,0.0,945.0865663086357,-1006.2105049072287,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,16087.679999999998,-11495264.286786158,-4424651.033485183,0.0,976.5643622901198,-994.3175080412226,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,16208.64,-11376306.23969328,-4543102.032447943,0.0,1008.233587512519,-981.8996393749517,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,16329.599999999999,-11253531.922297444,-4660039.982113135,0.0,1040.1010645760016,-968.939048088252,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,16450.559999999998,-11126916.762970513,-4775398.382701701,0.0,1072.1736198660685,-955.4167709674068,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,16571.52,-10996435.54924071,-4889108.23176313,0.0,1104.4580794106146,-941.3126572469429,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,16692.48,-10862062.418911811,-5001097.910474671,0.0,1136.9612633553659,-926.6052861934672,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,16813.44,-10723770.8465708,-5111293.05969616,0.0,1169.6899784797865,-911.2718768052846,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,16934.399999999998,-10581533.626691613,-5219616.443546483,0.0,1202.6510081136234,-895.2881889530587,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,17055.36,-10435322.854780393,-5325987.798325149,0.0,1235.8510987522457,-878.6284152275048,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,17176.32,-10285109.908196675,-5430323.664692522,0.0,1269.296942604834,-861.265062687939,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,17297.28,-10130865.428420031,-5532537.201134413,0.0,1302.995155240948,-843.1688236182576,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,17418.239999999998,-9972559.30661235,-5632537.976856924,0.0,1336.9522474243636,-824.3084342924581,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,17539.2,-9810160.674353797,-5730231.742372149,0.0,1371.1745901343486,-804.6505206279152,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
SYNTHETIC_MEX,17660.16,-9643637.901413819,-5825520.176128613,0.0,1405.66837166816,-784.1594294593818,0.0,273.0,0.55,460.0,0.0,0.0,0.0,0.96,False
